"Name","Rating","Tags","Difficulty.f"
"Stanford's Short Course on Breastfeeding","4.7","['Health', 'Patient Care']","Beginner Level"
"Social Media Advertising","None","['Business', 'Marketing']","Beginner Level"
"Foundations of Health Equity Research","None","['Health', 'Public Health']","Beginner Level"
"Gabriel García Márquez entre el poder, la historia y el amor","4.9","['Arts and Humanities', 'History']","Beginner Level"
"Get Organized: How to be a Together Teacher","4.7","['Social Sciences', 'Education']","None"
"Transferencia tecnológica: De la investigación al mercado.","4.8","['Business', 'Marketing']","Beginner Level"
"Введение в лазерные технологии","5","['Physical Science and Engineering', 'Electrical Engineering']","Intermediate Level"
"Becoming Part of the Globalised Workplace","4","['Personal Development', 'Personal Development']","None"
"Hardware Security","4.1","['Computer Science', 'Computer Security and Networks']","None"
"Management Skills for International Business","4.6","['Business', 'Leadership and Management']","None"
"Cognición encarnada","None","['Computer Science', 'Algorithms']","None"
"Principles of Computing (Part 1)","4.8","['Computer Science', 'Software Development']","Intermediate Level"
"A Voice of Their Own. Women's Spirituality in the Middle Ages.","4.6","['Arts and Humanities', 'History']","Beginner Level"
"An Introduction to Accessibility and Inclusive Design","4.5","['Information Technology', 'Support and Operations']","Beginner Level"
"Photography Techniques: Light, Content, and Sharing","4.8","['Arts and Humanities', 'Music and Art']","None"
"Akademiskt skrivande","5","['Language Learning', 'Other Languages']","Beginner Level"
"Writing a Personal Essay","4.3","['Arts and Humanities', 'Music and Art']","None"
"Visual Analytics with Tableau","4.5","['Data Science', 'Data Analysis']","Beginner Level"
"Nanotechnology and Nanosensors, Part1","4.5","['Physical Science and Engineering', 'Chemistry']","None"
"Two Speed IT: How Companies Can Surf the Digital Wave, a BCG Perspective","4.4","['Business', 'Business Essentials']","None"
"Asset Creation and Management","4.8","['Computer Science', 'Design and Product']","Intermediate Level"
"Data Structures and Performance","4.8","['Computer Science', 'Algorithms']","Intermediate Level"
"Calculus: Single Variable Part 3 - Integration","4.8","['Math and Logic', 'Math and Logic']","None"
"AIDS: Fear and Hope","4.8","['Health', 'Patient Care']","None"
"Client Needs and Software Requirements","4.7","['Computer Science', 'Design and Product']","None"
"Designing Your Personal Weight Loss Plan","4.2","['Personal Development', 'Personal Development']","Beginner Level"
"Successful Negotiation: Essential Strategies and Skills","4.7","['Business', 'Business Essentials']","None"
"Healthcare Marketplace","4.4","['Business', 'Finance']","Beginner Level"
"Научные тексты — учимся писать на русском и английском","4.6","['Social Sciences', 'Education']","Beginner Level"
"Réussir le Changement","4.5","['Business', 'Leadership and Management']","None"
"Introduction to User Experience Design","4.5","['Computer Science', 'Design and Product']","Beginner Level"
"Our Earth's Future","4.7","['Physical Science and Engineering', 'Environmental Science and Sustainability']","None"
"Developing FPGA-accelerated cloud applications with SDAccel: Theory","4.6","['Computer Science', 'Design and Product']","Intermediate Level"
"Thermodynamique : fondements","4.6","['Physical Science and Engineering', 'Physics and Astronomy']","None"
"Evolution Today","4.5","['Health', 'Basic Science']","Beginner Level"
"Executive Data Science Capstone","4.7","['Business', 'Leadership and Management']","None"
"International migrations: a global issue","4.6","['Social Sciences', 'Governance and Society']","Beginner Level"
"Poverty & Population: How Demographics Shape Policy","4.8","['Social Sciences', 'Governance and Society']","Beginner Level"
"Essential Cloud Infrastructure: Core Services en Español","4.8","['Information Technology', 'Cloud Computing']","Intermediate Level"
"Initiation à la programmation (en C++)","4.8","['Computer Science', 'Software Development']","Beginner Level"
"Introduction to Structured Query Language (SQL)","4.8","['Computer Science', 'Mobile and Web Development']","Intermediate Level"
"Spanish Vocabulary: Cultural Experience","4.7","['Language Learning', 'Other Languages']","Beginner Level"
"Философия культуры (Philosophy of Culture)","4.6","['Arts and Humanities', 'Philosophy']","Beginner Level"
"Diabetes - a Global Challenge","4.7","['Health', 'Public Health']","None"
"Hybrid Cloud Multi-Cluster with Anthos","4.9","['Information Technology', 'Cloud Computing']","Advanced Level"
"Information & Digital Literacy for University Success","4.6","['Social Sciences', 'Education']","Beginner Level"
"Mathematical Foundations for Cryptography","4.7","['Computer Science', 'Computer Security and Networks']","Beginner Level"
"Integrated Marketing Communications: Advertising, Public Relations, Digital Marketing and more","4.7","['Business', 'Marketing']","None"
"Mathematics for Machine Learning: Linear Algebra","4.7","['Data Science', 'Machine Learning']","Beginner Level"
"Inferential Statistical Analysis with Python","4.4","['Data Science', 'Data Analysis']","Intermediate Level"
"Психология признания и самозанятости","4.1","['Personal Development', 'Personal Development']","Beginner Level"
"Big Data, Genes, and Medicine","4.2","['Health', 'Health Informatics']","Advanced Level"
"e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age","4.5","['Social Sciences', 'Education']","None"
"Smart Cities – Management of Smart Urban Infrastructures","4.6","['Social Sciences', 'Governance and Society']","Beginner Level"
"L'impact investing : être acteur","4.7","['Business', 'Entrepreneurship']","None"
"Introduction to Portfolio Construction and Analysis with Python","4.9","['Business', 'Finance']","None"
"Mathematics for economists","4.5","['Math and Logic', 'Math and Logic']","Intermediate Level"
"Engineering Practices for Building Quality Software","None","['Computer Science', 'Software Development']","None"
"Federal Taxation I: Individuals, Employees, and Sole Proprietors","4.9","['Business', 'Business Essentials']","Intermediate Level"
"Project: Multiple Linear Regression with scikit-learn","3.8","['Data Science', 'Machine Learning']","Beginner Level"
"Health Care Innovation","4.6","['Health', 'Healthcare Management']","None"
"Fundamentals of Graphic Design","4.8","['Arts and Humanities', 'Music and Art']","Beginner Level"
"Presentation skills: Speechwriting and Storytelling","4.6","['Personal Development', 'Personal Development']","None"
"Mapas conceituais para aprender e colaborar","4.9","['Personal Development', 'Personal Development']","Beginner Level"
"Asymmetric Cryptography and Key Management","4.5","['Computer Science', 'Computer Security and Networks']","Intermediate Level"
"Desarrollando tu musicalidad","4.8","['Arts and Humanities', 'Music and Art']","Beginner Level"
"Modern Robotics, Course 6:  Capstone Project, Mobile Manipulation","4.9","['Physical Science and Engineering', 'Mechanical Engineering']","Intermediate Level"
"Введение в биоинформатику (Introduction to Bioinformatics)","4.5","['Health', 'Health Informatics']","Beginner Level"
"The Science of Well-Being","4.9","['Personal Development', 'Personal Development']","None"
"Building Your Leadership Skills","4.5","['Business', 'Leadership and Management']","None"
"Cities are back in town : urban sociology for a globalizing urban world","4.5","['Social Sciences', 'Governance and Society']","Beginner Level"
"Doing Business in Europe","4.4","['Business', 'Business Strategy']","Beginner Level"
"Introduction to Self-Driving Cars","4.8","['Computer Science', 'Software Development']","Advanced Level"
"c#高级编程","4.7","['Computer Science', 'Software Development']","Intermediate Level"
"Achieving Advanced Insights with BigQuery","4.7","['Information Technology', 'Data Management']","Beginner Level"
"Process Mining: Data science in Action","4.8","['Data Science', 'Data Analysis']","Intermediate Level"
"Building a Toolkit for Your Sales Process","4.7","['Business', 'Business Essentials']","Beginner Level"
"The Data Science of Health Informatics","4.8","['Health', 'Health Informatics']","Beginner Level"
"Leadership d'excellence par le sport de haut niveau","4.7","['Business', 'Leadership and Management']","Beginner Level"
"Теория функций комплексного переменного","None","['Physical Science and Engineering', 'Physics and Astronomy']","Intermediate Level"
"Understanding Cancer Metastasis","4.8","['Health', 'Basic Science']","Beginner Level"
"Interprofessional Healthcare Informatics","4.4","['Data Science', 'Data Analysis']","None"
"Stories of Infection","4.9","['Health', 'Public Health']","Intermediate Level"
"Big Data Essentials: HDFS, MapReduce and Spark RDD","4","['Computer Science', 'Software Development']","Intermediate Level"
"Crafting Strategies for Innovation Initiatives for Corporate Entrepreneurs","4.2","['Business', 'Entrepreneurship']","Beginner Level"
"Aprender","4.8","['Social Sciences', 'Education']","None"
"Engineering Project Management: Scope, Time and Cost Management","4.7","['Business', 'Leadership and Management']","Beginner Level"
"Healthcare Marketplace Capstone","4.8","['Business', 'Finance']","None"
"Patient Safety and Quality Improvement: Developing a Systems View (Patient Safety I)","4.8","['Health', 'Healthcare Management']","Intermediate Level"
"Java for Android","4.5","['Computer Science', 'Mobile and Web Development']","Beginner Level"
"Data Analysis and Presentation Skills: the PwC Approach Final Project","4.7","['Data Science', 'Data Analysis']","Beginner Level"
"Global Health Security, Solidarity and Sustainability through the International Health Regulations","4.9","['Health', 'Public Health']","Intermediate Level"
"Customer Insights: New Product Development Orientation","4.5","['Business', 'Marketing']","Beginner Level"
"Internet Giants: The Law and Economics of Media Platforms","4.8","['Social Sciences', 'Law']","None"
"Chemistry","4.7","['Physical Science and Engineering', 'Chemistry']","None"
